Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20210127|A|225844|1106|528049|B,Q,N
20210127|AA|1767474|11909|3526506|B,Q,N
20210127|AAA|86|0|86|Q,N
20210127|AAAU|60223|0|128643|Q,N
20210127|AACG|1918|0|17042|Q,N
20210127|AACQ|349991|25417|1139348|B,Q,N
20210127|AACQU|3952|0|48420|Q,N
20210127|AACQW|147895|3695|706954|Q,N
20210127|AADR|765|0|2202|B,Q
20210127|AAIC|46364|248|78305|Q,N
20210127|AAICpC|102|0|402|Q,N
20210127|AAL|16953392|504971|68110726|B,Q,N
20210127|AAMC|2999|0|3065|Q,N
20210127|AAME|471|0|5204|B,Q,N
20210127|AAN|58575|284|161881|B,Q,N
20210127|AAOI|465061|7375|1594507|B,Q,N
20210127|AAON|46903|0|63571|B,Q,N
20210127|AAP|479643|125|934454|B,Q,N
20210127|AAPL|12898976|121823|47731094|B,Q,N
20210127|AAT|61041|0|143928|Q,N
20210127|AAU|820365|8614|1767603|B,Q,N
20210127|AAWW|135547|25|204950|B,Q,N
20210127|AAXJ|135126|40|354637|B,Q,N
20210127|AB|176897|728|312305|B,Q,N
20210127|ABB|368988|0|864855|B,Q,N
20210127|ABBV|1489205|3546|3580609|B,Q,N
20210127|ABC|130098|535|202211|Q,N
20210127|ABCB|65241|0|115199|Q,N
20210127|ABCL|66822|13|215818|B,Q,N
20210127|ABCM|58816|0|63947|Q,N
20210127|ABEO|722571|7675|1362227|B,Q,N
20210127|ABEQ|315|0|1469|Q,N
20210127|ABEV|2035680|6602|4511397|Q,N
20210127|ABG|52238|172|113011|Q,N
20210127|ABIO|53517|0|309066|B,Q,N
20210127|ABM|41670|0|65128|Q,N
20210127|ABMD|54185|0|128127|B,Q,N
20210127|ABNB|1257477|13654|4057432|B,Q,N
20210127|ABR|75072|4627|339733|Q,N
20210127|ABRpA|97|0|97|Q
20210127|ABRpB|154|0|254|Q,N
20210127|ABRpC|746|0|2017|Q,N
20210127|ABST|6822|0|8563|B,Q
20210127|ABT|1483479|9244|3226519|B,Q,N
20210127|ABTX|3840|0|9144|Q,N
20210127|ABUS|342136|14397|1981825|B,Q,N
20210127|AC|1499|0|2419|Q,N
20210127|ACA|31429|0|54388|Q,N
20210127|ACAC|116762|0|332323|B,Q,N
20210127|ACACU|15508|20|66670|Q,N
20210127|ACACW|35149|0|51301|Q,N
20210127|ACAD|176059|987|662704|B,Q,N
20210127|ACB|3302444|63051|12902045|B,Q,N
20210127|ACBI|6470|0|17368|Q,N
20210127|ACC|92403|0|211102|B,Q,N
20210127|ACCD|138811|6267|424094|B,Q,N
20210127|ACCO|30577|850|101982|Q,N
20210127|ACEL|44091|0|57648|Q,N
20210127|ACER|18438|419|235265|B,Q,N
20210127|ACES|45236|3|145683|B,Q,N
20210127|ACET|7290|0|19277|Q,N
20210127|ACEV|171003|2415|313238|B,Q,N
20210127|ACEVU|521|0|1435|Q,N
20210127|ACEVW|62272|7691|129842|Q,N
20210127|ACGL|269019|2|1050743|B,Q,N
20210127|ACGLO|5005|0|6710|Q,N
20210127|ACGLP|6740|0|11839|Q,N
20210127|ACH|11108|0|39815|Q,N
20210127|ACHC|29985|101|76393|B,Q,N
20210127|ACHV|53706|0|158828|B,Q,N
20210127|ACI|551584|6529|3003895|B,Q,N
20210127|ACIA|84586|0|489976|B,Q,N
20210127|ACIC|63805|0|127956|B,Q,N
20210127|ACIC/U|4140|0|106894|Q,N
20210127|ACIC/WS|9754|0|19448|Q,N
20210127|ACIO|2618|0|5831|B,Q,N
20210127|ACIU|34033|23|159155|Q,N
20210127|ACIW|78407|0|197367|B,Q,N
20210127|ACKIU|1004|0|7988|Q,N
20210127|ACLS|39099|235|104602|B,Q,N
20210127|ACM|115649|0|436242|B,Q,N
20210127|ACMR|48063|0|102683|B,Q,N
20210127|ACN|135471|253|385973|B,Q,N
20210127|ACNB|6004|0|9233|Q,N
20210127|ACND|6801|0|22820|B,Q,N
20210127|ACND/U|2045|0|11619|Q
20210127|ACND/WS|11475|0|41355|Q,N
20210127|ACOR|36292|37|194241|B,Q,N
20210127|ACP|16343|0|32705|Q,N
20210127|ACRE|68561|0|136459|B,Q,N
20210127|ACRS|255299|1422|772485|B,Q,N
20210127|ACRX|1121837|28678|5859403|B,Q,N
20210127|ACSG|455|0|455|Q,N
20210127|ACSI|100|0|100|N
20210127|ACST|8724569|330458|19661250|B,Q,N
20210127|ACTC|295665|9941|1318359|B,Q,N
20210127|ACTCU|7663|0|31905|Q,N
20210127|ACTCW|106832|5900|241396|Q,N
20210127|ACTG|110773|816|525535|B,Q,N
20210127|ACTV|865|0|1744|Q
20210127|ACU|7215|0|26950|B,Q,N
20210127|ACV|13771|0|31443|B,Q,N
20210127|ACVF|867|0|1585|Q,N
20210127|ACWF|382|0|2326|Q,N
20210127|ACWI|742553|684|2173197|B,Q,N
20210127|ACWV|46805|0|292765|Q,N
20210127|ACWX|88259|14802|215588|Q,N
20210127|ACY|152547|2774|677777|B,Q,N
20210127|ADAP|539386|2717|1063239|B,Q,N
20210127|ADBE|301957|172|954266|B,Q,N
20210127|ADC|61331|28|161271|Q,N
20210127|ADCT|62120|0|118503|Q,N
20210127|ADERU|13197|1000|344813|Q,N
20210127|ADES|19650|1|41815|Q,N
20210127|ADEX/U|6442|0|125758|Q,N
20210127|ADFI|36|0|42|Q
20210127|ADI|675474|6|1823593|B,Q,N
20210127|ADIL|28273|1160|322782|Q,N
20210127|ADILW|1800|100|5839|Q,N
20210127|ADM|464535|706|974249|B,Q,N
20210127|ADMA|510327|8191|2187196|B,Q,N
20210127|ADME|3663|0|5821|Q
20210127|ADMP|3933869|303185|14466409|B,Q,N
20210127|ADMS|215926|192|478245|B,Q,N
20210127|ADNT|84149|0|354600|B,Q,N
20210127|ADOC|47194|0|69720|Q
20210127|ADOCR|1584|3|3788|Q
20210127|ADOCW|20495|200|55110|Q,N
20210127|ADP|671272|1045|1055688|B,Q,N
20210127|ADPT|177985|484|402293|B,Q,N
20210127|ADRE|15303|12|19993|Q,N
20210127|ADS|170214|100|416227|B,Q,N
20210127|ADSK|199754|1258|850008|B,Q,N
20210127|ADT|1399677|3265|5226599|B,Q,N
20210127|ADTN|46058|4|106891|Q,N
20210127|ADTX|234298|6500|1169457|B,Q,N
20210127|ADUS|18042|0|27644|Q,N
20210127|ADV|37899|0|87786|Q,N
20210127|ADVM|81927|37|387057|B,Q,N
20210127|ADVWW|5989|1900|7355|Q,N
20210127|ADX|60184|9|147200|B,Q,N
20210127|ADXN|18157|1678|50809|B,Q,N
20210127|ADXS|1927436|186885|6762883|B,Q,N
20210127|AE|1296|0|1462|Q
20210127|AEACU|32487|0|153326|B,Q,N
20210127|AEB|4981|0|6750|Q,N
20210127|AEE|143663|0|290866|Q,N
20210127|AEF|27784|0|61292|B,Q,N
20210127|AEFC|14493|0|33297|Q
20210127|AEG|531960|30235|1098067|Q,N
20210127|AEGN|9765|0|15954|Q,N
20210127|AEHL|16177|400|59585|Q,N
20210127|AEHR|52992|1399|184399|Q,N
20210127|AEIS|25916|0|81727|B,Q,N
20210127|AEL|42300|0|99686|Q,N
20210127|AELpA|2997|1000|11071|Q
20210127|AELpB|1843|0|4686|Q
20210127|AEM|221014|356|461659|B,Q,N
20210127|AEMD|44614|40|134701|Q,N
20210127|AENZ|2308|1908|4258|Q,N
20210127|AEO|4599559|583|9350133|B,Q,N
20210127|AEP|181202|1689|550649|Q,N
20210127|AEPPL|2844|0|3761|Q,N
20210127|AEPPZ|3337|0|53910|Q,N
20210127|AER|185889|548|506691|B,Q,N
20210127|AERI|134191|505|403667|Q,N
20210127|AES|1687659|257|5471274|B,Q,N
20210127|AESE|2266443|104164|5517649|B,Q,N
20210127|AESR|3168|0|5975|Q
20210127|AEY|40551|150|135316|Q,N
20210127|AEYE|34530|0|71764|B,Q,N
20210127|AEZS|8462382|303952|16854997|B,Q,N
20210127|AFB|7536|0|27905|Q,N
20210127|AFBI|1433|0|8922|Q,N
20210127|AFC|1238|0|3508|Q,N
20210127|AFG|42004|0|153006|Q,N
20210127|AFGB|2695|0|3779|Q,N
20210127|AFGC|2090|0|3720|Q,N
20210127|AFGD|1372|0|1697|Q
20210127|AFGE|604|0|607|Q,N
20210127|AFI|34731|0|70196|Q,N
20210127|AFIB|96459|0|214389|B,Q,N
20210127|AFIF|7342|0|10604|Q,N
20210127|AFIN|116593|7821|218603|Q,N
20210127|AFINO|1217|0|6452|Q,N
20210127|AFINP|2658|0|4915|Q
20210127|AFK|2026|20|4848|B,Q,N
20210127|AFL|358757|378|900956|B,Q,N
20210127|AFLG|5|0|415|Q,N
20210127|AFMC|101|0|371|Q
20210127|AFMD|478108|1700|1026470|B,Q,N
20210127|AFRM|320009|993|851970|B,Q,N
20210127|AFT|7270|0|11863|Q
20210127|AFYA|42863|0|99807|Q,N
20210127|AG|695733|12632|2887893|B,Q,N
20210127|AGBA|322|0|2765|Q,N
20210127|AGBAR|283|0|2066|Q,N
20210127|AGBAW|11789|1100|40625|Q,N
20210127|AGC|40028|1274|98852|B,Q,N
20210127|AGCB|125322|79|386747|B,Q,N
20210127|AGCO|89086|0|254575|B,Q,N
20210127|AGCUU|4236|0|23593|Q,N
20210127|AGCWW|861|400|4043|Q
20210127|AGD|14114|0|31115|Q,N
20210127|AGE|41604|0|149797|B,Q,N
20210127|AGEN|1222907|52936|1928391|B,Q,N
20210127|AGFS|52323|228|92426|Q,N
20210127|AGG|1370219|2259|2109047|B,Q,N
20210127|AGGP|2|0|4200|Q
20210127|AGGY|9618|1767|69601|Q,N
20210127|AGI|203499|6001|658651|B,Q,N
20210127|AGIO|114183|0|298359|B,Q,N
20210127|AGLE|45366|0|125741|Q,N
20210127|AGM|6469|0|11507|Q,N
20210127|AGMH|121|0|128|Q
20210127|AGMpD|269|0|1569|Q,N
20210127|AGMpE|1986|0|2236|Q
20210127|AGMpF|2943|0|3528|Q
20210127|AGNC|2258643|5578|3556102|B,Q,N
20210127|AGNCM|9818|0|19056|Q,N
20210127|AGNCN|22795|0|28099|Q,N
20210127|AGNCO|3735|0|10890|Q,N
20210127|AGNCP|10566|0|31097|Q,N
20210127|AGO|74832|0|169582|B,Q,N
20210127|AGOpB|683|0|1617|Q,N
20210127|AGOpE|272|0|1253|Q
20210127|AGQ|59762|5439|386929|B,Q,N
20210127|AGR|229954|0|420744|Q,N
20210127|AGRO|84873|0|159814|B,Q,N
20210127|AGRX|439365|6135|851239|B,Q,N
20210127|AGS|146570|6200|387990|Q,N
20210127|AGT|2|0|10202|Q
20210127|AGTC|46063|106|173936|B,Q,N
20210127|AGX|11914|0|25868|Q,N
20210127|AGYS|135248|3786|230209|B,Q,N
20210127|AGZ|3527|0|17763|Q,N
20210127|AGZD|653|0|33793|Q,N
20210127|AHAC|3607|0|23877|Q,N
20210127|AHACU|1342|0|6963|Q,N
20210127|AHACW|8131|100|13016|Q
20210127|AHC|413913|3143|733480|B,Q,N
20210127|AHCO|88097|105|415701|B,Q,N
20210127|AHH|47013|0|137013|Q,N
20210127|AHHpA|3071|0|4555|Q
20210127|AHLpC|2425|0|7444|Q,N
20210127|AHLpD|4260|0|5888|Q
20210127|AHLpE|7347|12|11662|Q
20210127|AHPI|59672|1000|193198|B,Q,N
20210127|AHT|3456401|42472|7746076|B,Q,N
20210127|AHTpD|3094|0|4034|Q,N
20210127|AHTpF|3300|0|16015|Q
20210127|AHTpG|16427|0|20418|B,Q,N
20210127|AHTpH|1600|0|4086|Q,N
20210127|AHTpI|9012|0|14989|B,Q
20210127|AI|845594|12296|1811045|B,Q,N
20210127|AIA|53374|15|139101|B,Q,N
20210127|AIC|104|0|1254|Q,N
20210127|AIEQ|54657|199|90077|B,Q,N
20210127|AIF|3690|0|13583|Q
20210127|AIG|518279|100|1456857|B,Q,N
20210127|AIGpA|4848|0|9316|Q,N
20210127|AIH|420|0|10634|Q
20210127|AIHS|229276|34267|955763|B,Q,N
20210127|AIIQ|7475|0|9805|Q,N
20210127|AIKI|1577558|158006|9147997|B,Q,N
20210127|AIM|473388|25369|954206|B,Q,N
20210127|AIMC|57967|1|221193|B,Q,N
20210127|AIN|19215|0|34508|Q,N
20210127|AINC|2703|0|15883|B,Q,N
20210127|AINV|61726|734|120775|Q,N
20210127|AIO|32829|0|73561|B,Q,N
20210127|AIQ|22054|0|38514|Q,N
20210127|AIR|27046|116|86021|Q,N
20210127|AIRC|33636|2|145326|Q,N
20210127|AIRG|10544|0|71477|B,Q,N
20210127|AIRI|91244|12172|254124|Q,N
20210127|AIRR|8187|0|9996|Q,N
20210127|AIRT|2485|305|8399|Q,N
20210127|AIRTP|5|0|5|N
20210127|AIRTW|13491|1|54140|Q,N
20210127|AIT|17576|0|84689|B,Q,N
20210127|AIV|1224837|843|1918183|B,Q,N
20210127|AIZ|76110|900|170362|B,Q,N
20210127|AIZN|725|0|1168|Q
20210127|AIZP|4|0|12624|Q
20210127|AJAX|360625|2665|781203|B,Q,N
20210127|AJAX/U|7220|0|97791|Q,N
20210127|AJAX/WS|11056|0|111973|Q,N
20210127|AJG|169972|0|331950|B,Q,N
20210127|AJRD|189656|51|688425|B,Q,N
20210127|AJX|15008|454|27191|Q,N
20210127|AJXA|1046|0|1119|Q,N
20210127|AKAM|924652|2403|1737316|B,Q,N
20210127|AKBA|1297958|2869|3292866|B,Q,N
20210127|AKER|73990|3001|320844|B,Q,N
20210127|AKICU|18319|0|176619|Q,N
20210127|AKO/A|101|0|220|Q,N
20210127|AKO/B|637|0|1356|Q
20210127|AKR|42582|0|122239|Q,N
20210127|AKRO|159677|86|411187|B,Q,N
20210127|AKTS|205915|606|481347|B,Q,N
20210127|AKTX|68361|800|128298|Q,N
20210127|AKU|5176|0|12666|Q,N
20210127|AKUS|16114|8|36389|B,Q,N
20210127|AL|60054|9|152551|Q,N
20210127|ALAC|41637|35|101740|B,Q,N
20210127|ALACR|23120|0|31653|Q
20210127|ALACW|119908|4313|233952|Q,N
20210127|ALB|556390|275|944034|B,Q,N
20210127|ALBO|35492|0|55747|B,Q,N
20210127|ALC|686364|0|1258028|B,Q,N
20210127|ALCO|5185|0|6190|B,Q,N
20210127|ALDX|119643|1339|364045|B,Q,N
20210127|ALE|54554|0|91824|Q,N
20210127|ALEC|54080|124|147699|B,Q,N
20210127|ALEX|44936|0|86388|Q,N
20210127|ALFA|29|0|38934|Q
20210127|ALG|14838|0|19063|Q,N
20210127|ALGM|72063|1100|352320|B,Q,N
20210127|ALGN|97985|99|259430|B,Q,N
20210127|ALGS|23593|0|27674|Q,N
20210127|ALGT|24198|0|37924|Q,N
20210127|ALIM|1349|0|16205|B,Q,N
20210127|ALINpA|628|0|628|Q
20210127|ALINpB|1347|0|2872|Q,N
20210127|ALINpE|663|0|898|Q
20210127|ALJJ|12170|0|38458|Q,N
20210127|ALK|620131|5702|1380086|B,Q,N
20210127|ALKS|134572|533|492894|Q,N
20210127|ALL|435484|900|751745|B,Q,N
20210127|ALLE|146382|0|269938|Q,N
20210127|ALLK|116897|4800|202871|B,Q,N
20210127|ALLO|382909|0|654566|B,Q,N
20210127|ALLT|29626|0|68162|B,Q,N
20210127|ALLY|509191|177|1790121|B,Q,N
20210127|ALLYpA|29969|3180|72403|Q,N
20210127|ALLpB|5827|0|7817|Q,N
20210127|ALLpG|5766|100|9647|Q,N
20210127|ALLpH|19915|100|40457|Q,N
20210127|ALLpI|5564|1313|11161|Q,N
20210127|ALNA|818956|35205|3852252|B,Q,N
20210127|ALNY|144361|356|456826|B,Q,N
20210127|ALOT|5065|0|7974|Q,N
20210127|ALPN|16015|1339|40190|B,Q,N
20210127|ALPpQ|3383|0|4890|Q,N
20210127|ALRM|167467|23|191176|B,Q,N
20210127|ALRN|849670|67382|1953969|B,Q,N
20210127|ALRS|3955|0|8535|Q,N
20210127|ALSK|59474|0|316264|Q,N
20210127|ALSN|108459|3100|271451|Q,N
20210127|ALT|308292|9222|1180133|Q,N
20210127|ALTA|7719|0|11878|Q,N
20210127|ALTG|3357|0|335317|Q,N
20210127|ALTGpA|219|0|819|Q
20210127|ALTL|1112|0|3572|Q
20210127|ALTM|3448|200|19348|B,Q,N
20210127|ALTR|28068|100|54864|B,Q,N
20210127|ALTS|1|0|701|Q
20210127|ALTUU|14114|0|134661|B,Q,N
20210127|ALTY|1324|0|12059|Q,N
20210127|ALUS|10760|0|121080|Q,N
20210127|ALUS/U|100|0|100|N
20210127|ALUS/WS|7195|0|27274|Q,N
20210127|ALV|59136|0|110708|Q,N
20210127|ALVR|15155|730|29142|Q,N
20210127|ALX|3265|0|3969|Q,N
20210127|ALXN|228374|125|852727|B,Q,N
20210127|ALXO|28638|7400|74253|Q,N
20210127|ALYA|6954|0|10601|Q,N
20210127|ALpA|1708|197|3229|Q
20210127|AM|652613|17232|2590974|B,Q,N
20210127|AMAL|4319|0|10993|Q,N
20210127|AMAT|398024|1753|2268602|B,Q,N
20210127|AMBA|166509|50|418025|B,Q,N
20210127|AMBC|81516|0|151492|Q,N
20210127|AMBC/WS|1600|0|3300|Q
20210127|AMBO|4285|0|53106|Q,N
20210127|AMC|61692479|663023|360521640|B,Q,N
20210127|AMCA|65|0|1544|Q,N
20210127|AMCI|354584|117|637235|B,Q,N
20210127|AMCIU|21|0|22|Q,N
20210127|AMCIW|190077|3189|286827|Q,N
20210127|AMCR|1577735|919|2053286|B,Q,N
20210127|AMCX|782730|8979|3152545|B,Q,N
20210127|AMD|9323836|53033|29986813|B,Q,N
20210127|AME|186449|68|688980|B,Q,N
20210127|AMED|27317|8|82933|Q,N
20210127|AMEH|4543|0|12226|Q,N
20210127|AMER|12|0|256|Q,N
20210127|AMG|75307|0|138185|Q,N
20210127|AMGN|231610|1040|645411|B,Q,N
20210127|AMH|103757|0|426468|Q,N
20210127|AMHC|993|0|38874|B,Q
20210127|AMHCW|2700|100|35858|Q,N
20210127|AMHpD|2853|0|4004|Q,N
20210127|AMHpE|2742|0|8228|Q
20210127|AMHpF|862|0|1375|Q
20210127|AMHpH|2214|0|4154|Q
20210127|AMJ|45018|100|122877|Q,N
20210127|AMK|8485|0|15026|Q,N
20210127|AMKR|39523|1276|337602|Q,N
20210127|AMLP|418212|19149|1185126|B,Q,N
20210127|AMN|34539|0|68836|B,Q,N
20210127|AMNB|7305|0|12241|Q,N
20210127|AMOM|340|0|570|Q,N
20210127|AMOT|2506|0|12336|Q,N
20210127|AMOV|1032|0|1570|Q,N
20210127|AMP|136195|1|235952|B,Q,N
20210127|AMPE|408042|16177|1829420|B,Q,N
20210127|AMPH|22549|0|29924|Q,N
20210127|AMPY|369743|19962|726815|B,Q,N
20210127|AMRB|247|0|1594|B,Q
20210127|AMRC|95042|9533|275126|B,Q,N
20210127|AMRK|15513|0|32095|B,Q,N
20210127|AMRN|1476233|14815|5801618|B,Q,N
20210127|AMRS|385232|7372|1749217|B,Q,N
20210127|AMRX|230607|873|732892|B,Q,N
20210127|AMS|12334|0|55873|Q,N
20210127|AMSC|74131|226|201346|B,Q,N
20210127|AMSF|12915|3|59128|Q
20210127|AMST|3208|1100|12002|B,Q,N
20210127|AMSWA|26620|0|47160|Q,N
20210127|AMT|334458|11489|731737|B,Q,N
20210127|AMTB|1920|0|4410|Q,N
20210127|AMTI|12165|100|28814|Q,N
20210127|AMTX|351478|12865|1791978|B,Q,N
20210127|AMWD|32819|0|51313|B,Q,N
20210127|AMWL|2314875|9657|5805092|B,Q,N
20210127|AMX|400455|2983|546206|B,Q,N
20210127|AMYT|553|0|1436|Q
20210127|AMZA|45968|0|91948|B,Q,N
20210127|AMZN|418171|780|1435845|B,Q,N
20210127|AN|113269|10|218804|B,Q,N
20210127|ANAB|47925|0|128520|B,Q,N
20210127|ANAT|1867|0|4968|Q,N
20210127|ANCN|22323|600|105351|Q,N
20210127|ANDA|6554|0|33092|B,Q,N
20210127|ANDAR|8466|1400|57618|Q,N
20210127|ANDAW|12421|0|21258|Q,N
20210127|ANDE|26971|0|53590|B,Q,N
20210127|ANET|183158|0|641596|B,Q,N
20210127|ANEW|1809|0|8932|Q,N
20210127|ANF|221499|51|417229|B,Q,N
20210127|ANGI|1114346|15990|3539930|B,Q,N
20210127|ANGL|608370|270|1890124|Q,N
20210127|ANGO|75359|0|126101|Q,N
20210127|ANH|53318|0|203290|Q,N
20210127|ANHpA|11|0|101|Q
20210127|ANHpB|468|0|1189|Q,N
20210127|ANHpC|436|0|2756|Q,N
20210127|ANIK|10613|0|18695|Q,N
20210127|ANIP|4144|0|7135|B,Q
20210127|ANIX|51583|3100|146975|B,Q,N
20210127|ANNX|9157|0|53774|B,Q,N
20210127|ANPC|2909|0|42293|Q,N
20210127|ANSS|59364|0|118200|B,Q,N
20210127|ANTE|19797|2|314809|B,Q,N
20210127|ANTM|276362|35|891765|B,Q,N
20210127|ANVS|16999|2800|49571|B,Q,N
20210127|ANY|242012|3420|808871|B,Q,N
20210127|AOA|32677|50|63807|Q,N
20210127|AOD|122049|258|207249|B,Q,N
20210127|AOK|41877|0|135872|B,Q,N
20210127|AOM|38113|0|104398|Q,N
20210127|AON|248483|0|476686|B,Q,N
20210127|AONE|38361|0|235086|B,Q,N
20210127|AONE/U|830|0|4824|Q,N
20210127|AONE/WS|6723|0|9909|Q,N
20210127|AOR|25054|0|82662|Q,N
20210127|AOS|498039|265|710257|B,Q,N
20210127|AOSL|43107|304|131415|B,Q,N
20210127|AOUT|26780|105|77256|B,Q,N
20210127|AP|22137|0|41280|Q,N
20210127|APA|1334256|13792|4133058|B,Q,N
20210127|APAM|114517|53|335844|B,Q,N
20210127|APD|126299|1300|335267|B,Q,N
20210127|APDN|466220|2952|890629|B,Q,N
20210127|APEI|5273|0|17256|B,Q,N
20210127|APEN|8380|340|58536|Q,N
20210127|APG|503722|0|864361|Q,N
20210127|APH|810470|104|1665388|B,Q,N
20210127|APHA|2457260|83245|7175164|B,Q,N
20210127|API|368574|0|819165|B,Q,N
20210127|APLE|125856|1315|376792|B,Q,N
20210127|APLS|44646|0|194749|B,Q,N
20210127|APLT|9471|0|26843|B,Q,N
20210127|APM|35511|610|179579|Q,N
20210127|APO|265267|345|1158627|B,Q,N
20210127|APOG|29409|600|66067|Q,N
20210127|APOP|17656|0|77087|B,Q,N
20210127|APOPW|50|0|277|Q
20210127|APOpA|1977|0|2778|Q
20210127|APOpB|2524|0|4889|Q,N
20210127|APPF|38308|0|57741|B,Q,N
20210127|APPN|460016|9550|1536922|B,Q,N
20210127|APPS|309793|14194|1728160|B,Q,N
20210127|APRE|542465|23314|1156208|B,Q,N
20210127|APRN|1310899|85874|2567264|B,Q,N
20210127|APSG|91296|900|309578|B,Q,N
20210127|APSG/U|4186|0|114882|Q
20210127|APSG/WS|70107|553|118152|Q,N
20210127|APT|379313|3421|1617864|B,Q,N
20210127|APTO|215630|11010|601352|B,Q,N
20210127|APTS|44494|3709|171850|B,Q,N
20210127|APTV|207111|10142|601161|B,Q,N
20210127|APTVpA|115|0|6439|Q,N
20210127|APTX|172566|654|300624|B,Q,N
20210127|APVO|14713|300|30801|Q,N
20210127|APWC|25262|451|134245|Q,N
20210127|APXT|614265|4153|1787338|B,Q,N
20210127|APXTW|110563|3750|285900|Q,N
20210127|APYX|49985|5291|69529|Q,N
20210127|AQB|82034|15960|991489|B,Q,N
20210127|AQMS|2268836|62943|4289810|B,Q,N
20210127|AQN|63732|100|98988|B,Q,N
20210127|AQNA|1810|0|2362|Q
20210127|AQNB|2647|0|3514|Q,N
20210127|AQST|129699|74|403335|B,Q,N
20210127|AQUA|353057|0|686308|B,Q,N
20210127|AR|1948744|8209|5488612|B,Q,N
20210127|ARAV|29062|0|50014|Q,N
20210127|ARAY|241175|7601|679396|B,Q,N
20210127|ARB|1353|0|1394|Q,N
20210127|ARBG|3290|0|14743|B,Q,N
20210127|ARBGU|3461|0|7749|Q,N
20210127|ARBGW|9006|0|17284|Q,N
20210127|ARC|94855|35|124873|Q,N
20210127|ARCB|19405|0|40891|Q,N
20210127|ARCC|430491|2906|944856|B,Q,N
20210127|ARCE|44867|0|377690|B,Q,N
20210127|ARCH|71091|3|140454|Q,N
20210127|ARCO|217708|773|309027|Q,N
20210127|ARCT|249863|252|709865|B,Q,N
20210127|ARD|12431|10|21897|Q,N
20210127|ARDC|11133|83|25345|Q,N
20210127|ARDS|7263|0|12656|Q,N
20210127|ARDX|466357|335|760720|B,Q,N
20210127|ARE|85314|0|271285|Q,N
20210127|AREC|281309|13671|1398967|B,Q,N
20210127|ARES|51067|308|130011|Q,N
20210127|ARESpA|4263|0|9140|Q
20210127|ARGD|526|0|3652|Q
20210127|ARGO|38610|0|66600|Q,N
20210127|ARGOpA|2686|700|4764|Q,N
20210127|ARGT|7359|91|13754|B,Q,N
20210127|ARGX|28181|1|57700|B,Q,N
20210127|ARI|126874|1719|247653|B,Q,N
20210127|ARKF|400168|9109|1765751|B,Q,N
20210127|ARKG|1082666|15383|2738383|B,Q,N
20210127|ARKK|1136695|11464|3113238|B,Q,N
20210127|ARKO|56424|24|563355|B,Q,N
20210127|ARKOW|17503|2013|46703|Q
20210127|ARKQ|199817|4209|888484|B,Q,N
20210127|ARKR|7558|3983|28010|B,Q,N
20210127|ARKW|356610|2075|829595|B,Q,N
20210127|ARL|169|0|732|B,Q
20210127|ARLO|108073|98|382530|B,Q,N
20210127|ARLP|22754|534|261946|B,Q,N
20210127|ARMK|148535|800|783555|Q,N
20210127|ARMP|12733|0|32686|B,Q,N
20210127|ARMR|291|0|514|Q,N
20210127|ARNA|125096|23|233294|B,Q,N
20210127|ARNC|107468|577|234188|B,Q,N
20210127|AROC|120874|86|197349|Q,N
20210127|AROW|7469|0|11118|Q,N
20210127|ARPO|218417|7468|854316|B,Q,N
20210127|ARQT|12638|0|54467|B,Q,N
20210127|ARR|242942|3544|377237|B,Q,N
20210127|ARRY|267305|4951|1094165|B,Q,N
20210127|ARRpC|4436|0|13081|Q,N
20210127|ARTL|412150|40860|984818|Q,N
20210127|ARTLW|8900|0|11610|Q
20210127|ARTNA|14016|0|17116|Q,N
20210127|ARTW|7528|0|15219|Q,N
20210127|ARVN|64484|1481|275851|Q,N
20210127|ARW|57309|0|134902|B,Q,N
20210127|ARWR|137922|1426|288534|B,Q,N
20210127|ARYA|7892|0|41143|B,Q,N
20210127|ASA|8210|0|26931|Q,N
20210127|ASAN|363706|12010|818274|B,Q,N
20210127|ASAQ|10823|0|83187|B,Q,N
20210127|ASAQ/WS|11234|0|30211|Q,N
20210127|ASB|65469|13|171169|B,Q,N
20210127|ASBpD|713|0|969|Q
20210127|ASBpE|35|0|819|Q
20210127|ASBpF|492|0|1006|Q,N
20210127|ASC|83529|1|199866|B,Q,N
20210127|ASEA|4075|0|20475|Q,N
20210127|ASG|21885|1000|64570|Q,N
20210127|ASGI|3426|0|4538|Q
20210127|ASGN|17806|500|32255|Q,N
20210127|ASH|60997|0|128996|B,Q,N
20210127|ASHR|348319|113|647874|Q,N
20210127|ASHS|2756|0|4416|Q,N
20210127|ASHX|101|0|101|Q
20210127|ASIX|19195|0|33235|B,Q,N
20210127|ASLE|5102|0|12286|Q,N
20210127|ASLEW|37312|0|55827|Q,N
20210127|ASLN|147034|9645|440033|B,Q,N
20210127|ASM|274231|916|636749|B,Q,N
20210127|ASMB|244055|4374|540185|B,Q,N
20210127|ASML|92439|754|426616|B,Q,N
20210127|ASND|43323|0|171666|B,Q,N
20210127|ASO|649739|5844|1166016|B,Q,N
20210127|ASPL|74467|69|161881|B,Q,N
20210127|ASPL/U|4169|0|63088|Q,N
20210127|ASPL/WS|2027|95|7988|Q,N
20210127|ASPN|41296|0|93535|B,Q,N
20210127|ASPS|9379|68|20971|B,Q,N
20210127|ASPU|18101|0|41826|Q,N
20210127|ASR|8063|0|19229|Q,N
